img_id,caption_id,caption,caption_ru
361177,52767,A big black dog sitting next to a laptop computer.,Большая черная собака сидит рядом с портативным компьютером.
446352,147193,A small white cat sitting on top of a laptop.,Маленький белый кот сидит на ноутбуке.
406976,587777,Two dogs lay next to each other on a brown couch.,Две собаки лежат рядом друг с другом на коричневом диване.
173464,596002,a light a few ceiling fans a bicycle a couch and windows,лампа несколько потолочных вентиляторов велосипед диван и окна
286285,720372,"a desk with  container full pens, remotes and other nic nacks","стол с полным контейнером ручек, пультов и прочих мелочей"
75285,403570,"A desk with a keyboard, mouse and computer monitor.","Стол с клавиатурой, мышью и компьютерным монитором."
280678,123822,"A plate topped with a slice of pizza, a chicken breast and vegetables.","Тарелка с кусочком пиццы, куриной грудкой и овощами."
413235,344779,Very cute cat laying on couch holding the remote control,Очень милый кот лежит на диване с пультом дистанционного управления
446881,157129,Living room arrangement centered around TV and a look into the kitchen.,"Расположение гостиной сосредоточено вокруг телевизора, вид на кухню."
405440,616774,Remote with exposed electrical units with wires and keyboard,Пульт дистанционного управления с открытыми электрическими блоками с проводами и клавиатурой
526414,324334,An upstairs living room is decorated nicely and holds a sewing machine.,Гостиная наверху красиво оформлена и имеет швейную машину.
7288,95876,A white toilet bowl with an electronic brown seat.,Белый унитаз с электронным коричневым сиденьем.
229020,811789,a computer is on a desk next to a lamp,компьютер стоит на столе рядом с лампой
283028,457708,A small cat is standing near the computer keyboard.,Маленькая кошка стоит возле клавиатуры компьютера.
379659,775088,a table top with a computer on it,столешница с компьютером на ней
54533,29233,An open laptop computer sitting on a wooden desk.,"Открытый ноутбук, стоящий на деревянном столе."
436963,469558,"A keyboard, mouse and monitor sit on a desk.","Клавиатура, мышь и монитор стоят на столе."
333888,484192,a living room with blue chairs and a book shelf,гостиная с синими стульями и книжной полкой
549674,211753,Two computer monitors are turned on on a computer desk.,На компьютерном столе включены два компьютерных монитора.
99937,600718,Computer desk with two desktops and a television with large mess of wires behind,Компьютерный стол с двумя рабочими столами и телевизором с большим количеством проводов позади
472109,32355,An desk containing a desktop and laptop computer,Стол с настольным компьютером и ноутбуком
433277,146291,A desk with three computer monitors side by side.,Стол с тремя компьютерными мониторами рядом.
561366,102676,There is a phone on top of a calculator,телефон лежит поверх калькулятора
364860,630925,a sheet of stickers for a keyboard with Hebrew letters,лист наклеек для клавиатуры с буквами иврита
95908,178615,A mug sitting on a warmer next to a mouse.,Кружка на грелке рядом с мышкой.
337290,401437,A home office with a computer on the desk and personal items.,Домашний офис с компьютером на столе и личными вещами.
191444,168349,A bunch of computer equipment and cables all tangled together.,"Куча компьютерного оборудования и кабелей, спутанных вместе."
507575,620315,A computer desk with electronics on it and other desk accessories,Компьютерный стол с электроникой и другими настольными принадлежностями
326854,623411,A computer desk set up with a garbage pail for a seat.,Компьютерный стол с мусорным ведром вместо сиденья.
234555,766081,A desk is filled with electronics and clutter.,Рабочий стол забит электроникой и хламом.
272630,324660,The two laptops are still on the table.,Два ноутбука все еще на столе.
505043,432352,a computer desk with two laptops and a monitor sitting on top,компьютерный стол с двумя ноутбуками и монитором сверху
486383,189620,A laptop computer and desktop computer monitor on top of a desk.,Ноутбук и монитор настольного компьютера на столе.
259336,501348,ON THE DESK THERE IS A DESK TOP COMPUTER WITH A MOUSE,на столе настольный компьютер с мышью
37740,291975,A wooden desk with a laptop computer sitting on it.,"Деревянный стол с портативным компьютером, стоящим на нем."
213538,597984,A couple of computer monitors sitting on top of a wooden desk.,Пара компьютерных мониторов на деревянном столе.
88988,412192,A kitchen being remodeled covered in lots of clutter.,На кухне после ремонта много хлама.
241350,342188,A ten speed bike is next to a wooden desk.,Десятискоростной велосипед стоит рядом с деревянным столом.
575911,439896,A cat is staring at the computer keyboard.,Кот смотрит на клавиатуру компьютера.
481370,717726,A computer keyboard sitting on top of a desk.,Клавиатура компьютера на столе.
503826,729791,A computer that is on a wooden desk.,Компьютер на деревянном столе.
313603,121804,A close-up of headphones next to a keyboard on a desk.,Крупный план наушников рядом с клавиатурой на столе.
90365,437129,The image is a closeup of a computer keyboard.,Изображение представляет собой крупный план компьютерной клавиатуры.
487002,633429,A teddy bear sitting on a laptop computer.,Плюшевый мишка сидит за портативным компьютером.
135914,401288,A stuffed bear is sitting next to a computer monitor.,Плюшевый мишка сидит рядом с монитором компьютера.
286774,201506,A small and cluttered desk with two computer towers,Маленький и захламленный стол с двумя компьютерными башнями
413341,99810,A laptop keyboard with three small bear figurines sitting on top.,Клавиатура ноутбука с тремя маленькими фигурками медведя наверху.
195918,597119,A workspace inside an office with snowy trees outside the window.,Рабочее место внутри офиса со снежными деревьями за окном.
550281,246040,A book that is open laying in front of a keyboard.,Открытая книга лежит перед клавиатурой.
280732,467437,A red and white cellphone sits on a white computer keyboard.,Красно-белый мобильный телефон лежит на белой клавиатуре компьютера.
134768,630151,a headphone jack sitting next to a keyboard,разъем для наушников рядом с клавиатурой
505754,36428,a piece of cake on a plate near a cup of coffee on a table,кусок торта на тарелке рядом с чашкой кофе на столе
202998,8451,Food sitting on a table in yellow containers.,Еда на столе в желтых контейнерах.
270096,564287,A laptop and some computers on a desk.,Ноутбук и несколько компьютеров на столе.
324914,220974,A computer keyboard sitting on top of a desk.,Клавиатура компьютера на столе.
75285,403570,"A desk with a keyboard, mouse and computer monitor.","Стол с клавиатурой, мышью и компьютерным монитором."
399791,602928,This very long room holds many interesting things.,В этой очень длинной комнате хранится много интересного.
199047,45272,A room illuminated  by a lamp and various toys and electronics strewn across the desk,"Комната, освещенная лампой, различные игрушки и электроника разбросаны по столу."
280732,467437,A red and white cellphone sits on a white computer keyboard.,Красно-белый мобильный телефон лежит на белой клавиатуре компьютера.
193498,653829,various items from the bag are on the table,различные предметы из сумки лежат на столе
121157,610001,A desktop computer that is sitting on a desk.,"Настольный компьютер, который стоит на столе."
366499,225933,A pizza sitting on top of a wooden table.,Пицца на деревянном столе.
475887,685889,"A monitor, two tablets and a laptop computer sitting on a table.","Монитор, два планшета и ноутбук на столе."
24721,278916,a desk with a couple of computer screens on it.,стол с парой компьютерных экранов на нем.
176007,766549,A pile of smart phones sitting on top of a chair.,Куча смартфонов на стуле.
578107,358971,Lap top computer and monitor on a desk with assorted papers and devices.,Портативный компьютер и монитор на столе с различными бумагами и устройствами.
271117,637821,"The desk has a potted plant near a remote, books, and a cell phone.","На столе есть растение в горшке рядом с пультом, книгами и мобильным телефоном."
37900,774181,A close up view of a bunch of electronics.,Крупный план кучи электроники.
372717,190423,A smart phone sitting on a table next to a yellow donut.,Смартфон лежит на столе рядом с желтым пончиком.
295768,10625,Computer monitor and accesories sitting on a desk.,Компьютерный монитор и аксессуары на столе.
395344,76759,An open laptop computer sitting on top of a bed next to a mouse.,"Открытый ноутбук, стоящий на кровати рядом с мышью."
158498,318743,A tablet sitting on top of a computer desk.,Планшет на компьютерном столе.
334125,309405,The contents of a backpack displayed next to the backpack.,Содержимое рюкзака лежит рядом с рюкзаком.
571641,273285,A computer desk topped with a large monitor.,Компьютерный стол с большим монитором.
308715,748167,this is a mp3 player and some headphones,mp3 плеер и наушники
104320,511481,A close up of a blackberry cell phone.,Крупный план сотового телефона blackberry.
216437,540516,A laptop computer sitting on top of a wooden desk.,Ноутбук на деревянном столе.
281376,401661,The two monitors are sitting among the laptops.,Два монитора стоят среди ноутбуков.
66001,427020,"A couple of monitors, a laptop, keyboard, mouse and a printer.","Пара мониторов, ноутбук, клавиатура, мышь и принтер."
170442,791282,Inside of a bedroom with a bed and lamp.,Интерьер спальни с кроватью и лампой.
367569,537785,A living room has a fireplace and a piano.,Камин и пианино в гостиной.
309424,560783,An office area with two computer monitor and two hard casesset on a rolling chair.,"Офисная зона с двумя компьютерными мониторами и двумя жесткими чемоданами, установленными на стуле с колесиками."
136458,474773,A group of school supplies and various electronics including a laptop computer all laid out in a display.,"Группа школьных принадлежностей и различной электроники, включая ноутбук, выложена на витрине."
431199,580409,A phone that is laying next to a stocking cap.,Телефон лежит рядом с шапкой.
17366,589422,A black table topped with food and a smart phone.,Черный стол с едой и смартфоном.
372641,350622,A laptop computer sitting on top of a white desk.,Портативный компьютер стоит на белом столе.
244613,180273,A desk with a desktop computer and a couple of monitors.,Стол с настольным компьютером и парой мониторов.
518908,284018,"A notebook, pen, eye glasses, watch, cellphone and camera sitting on a wood surface.","Блокнот, ручка, очки, часы, мобильный телефон и камера лежат на деревянной поверхности."
349737,780897,A computer on a table with all kinds of bottles and other items.,Компьютер на столе со всевозможными бутылками и другими предметами.
233638,455665,A laptop and a cell phone on a table.,Ноутбук и мобильный телефон на столе.
427666,665051,Three bananas that are sitting next to a laptop and cellphones.,"Три банана, которые сидят рядом с ноутбуком и мобильными телефонами."
243773,580002,Many cleaning products are on the kitchen island.,На кухонном острове много чистящих средств.
571544,753266,a black cat is standing on a small desk,черный кот стоит на маленьком столе
449798,14163,A desk with a computer and lots of figurines.,Стол с компьютером и множеством фигурок.
163831,95746,A black and white cat sitting on top of a bed next to a cell phone.,Черно-белый кот сидит на кровати рядом с мобильным телефоном.
119233,27015,A cat sprawled out over the top of a laptop computer keyboard.,Кошка растянулась на клавиатуре ноутбука.
119828,508898,A cat sitting on top of a wooden desk.,Кот сидит на деревянном столе.
228981,374389,"A smart phone, digital camera and mobile phone on display.","Смартфон, цифровая камера и мобильный телефон на дисплее."
488201,348493,A wooden desk topped with a desktop monitor.,Деревянный стол с настольным монитором.
133034,767212,The phone is laying on the desk with all of the other stuff.,Телефон лежит на столе вместе со всеми остальными вещами.
33131,166392,A broken cell phone laying on carpeted ground.,Сломанный сотовый телефон лежит на ковре.
144162,509278,The control station inside of a technology center.,Станция управления внутри технологического центра.
3244,280373,Camera and computers set up on a desk,"Камера и компьютеры, установленные на столе"
405146,765798,a kitchen counter covered with cleaning supplies and other items,"кухонная стойка, покрытая чистящими средствами и другими предметами"
169361,514359,the dog has a green frisbee behind it's head,у собаки за головой зеленая фрисби
553721,397770,A dog wearing a leash laying next to an orange frisbee.,Собака на поводке лежит рядом с оранжевой фрисби.
261563,150686,A brown dog and a black dog play with a yellow frisbee in a field.,Коричневая собака и черная собака играют с желтой фрисби в поле.
427986,514934,A corgi dog running on a lawn to catch a Frisbee,"Собака корги бежит по лужайке, чтобы поймать фрисби"
219632,760037,A black curly haired dog is playing with a frisbee.,Черная кудрявая собака играет с фрисби.
253988,798453,A beautiful black and white dog catching a frisbee in midair,Красивая черно-белая собака ловит фрисби в воздухе
207509,47258,A labrador dog holds a frisbee in its mouth.,Собака-лабрадор держит во рту фрисби.
65430,13828,A spotted dog is chasing another dog outside,Пятнистая собака гоняется за другой собакой на улице
528488,145610,This dog is playing frisbee in the snow,Эта собака играет во фрисби на снегу
261758,584052,a dog that is on some grass in front of a building,собака на траве перед зданием
58849,221735,A dog with a blue frisbee in it's mouth.,Собака с синей фрисби во рту.
547502,747373,Four dogs playing with a Frisbee on a lawn.,Четыре собаки играют с фрисби на лужайке.
403315,84923,A husky dog is carrying a frisbee in a park.,Хаски несет фрисби в парке.
254609,288556,A wet dog running on a beach with a neon green Frisbee in it's mouth.,Мокрая собака бежит по пляжу с неоново-зеленой фрисби во рту.
225670,581383,a black dog in the air catching a frisbee,черная собака в воздухе ловит фрисби
223032,691970,A dog holding a white frisbee in it's mouth.,Собака держит в пасти белую фрисби.
190211,166056,A dog catching a yellow frisbee in it's mouth.,Собака ловит желтую фрисби ртом.
145815,697971,Two adult dogs play with frisbees in the snow.,Две взрослые собаки играют с фрисби в снегу.
104421,249472,A dog looking up at a frisbee while standing in a field.,"Собака смотрит на фрисби, стоя в поле."
574208,524966,A brown and black dog is holding a red frisbee.,Коричневая и черная собака держит красную фрисби.
570077,134342,Two dogs are playing with a frisbee in the grass.,Две собаки играют с фрисби в траве.
414008,193107,A brown and white dog runs on some brown grass near a Frisbee that is just sailing above the ground.,"Коричнево-белая собака бежит по коричневой траве рядом с летающей тарелкой, которая летит над землей."
455506,279798,A dog holds a Frisbee outside on the grass.,Собака держит фрисби на траве.
149005,313445,"A small, brown dog holds a green toy in his mouth as he runs in the dirt.",Маленькая коричневая собака держит во рту зеленую игрушку и бежит по грязи.
256800,609710,two black dogs tugging at a purple frisbee,две черные собаки тянут фиолетовую фрисби
161220,787207,A couple of dogs fighting over a red frisbee.,Пара собак дерутся из-за красной фрисби.
157099,409318,A dog is jumping to catch a Frisbee.,"Собака прыгает, чтобы поймать фрисби."
482507,494736,A dog carrying a frisbee in its mouth on a field.,Собака с фрисби в пасти на поле.
402778,586866,A brown dog running with a yellow frisbee in it's mouth.,Коричневая собака бежит с желтой фрисби во рту.
212817,394031,A child on a snowboard going down a slope.,Ребенок на сноуборде спускается по склону.
170181,712234,A group of snow boarders on a snowy white hill,Группа сноубордистов на белоснежном холме
286460,763124,A man holding skis and poles walking up stairs.,Мужчина с лыжами и палками поднимается по лестнице.
452816,491907,A group of men riding skis down a snow covered slope.,Группа мужчин катается на лыжах по заснеженному склону.
134285,288247,A man on skis gliding through the snow.,Человек на лыжах скользит по снегу.
96625,459091,A man is performing a trick on skis.,Мужчина выполняет трюк на лыжах.
207178,792688,Two people standing on top of snow with skis.,Два человека стоят на снегу с лыжами.
392665,713137,Two young girls in snow-boarding gear sitting down,Две молодые девушки сидят в снаряжении для сноуборда
321663,638134,The colorfully dressed woman is skiing through the snow.,Красочно одетая женщина катается на лыжах по снегу.
297698,736556,The skier is leaning forward while jumping through the air.,Лыжник в прыжке наклоняется вперед.
329827,613521,A person on skis skiing down a mountain.,Человек на лыжах спускается с горы.
283186,85074,A helmeted and goggled skier leans to get around an obstacle.,"Лыжник в шлеме и очках наклоняется, чтобы обойти препятствие."
227742,110802,A man in white skiing in the snow.,Мужчина в белом катается на лыжах по снегу.
122199,87644,A man with a beard riding skis while holding ski poles.,"Мужчина с бородой катается на лыжах, держа в руках лыжные палки."
263223,705288,A man riding skis down a snow covered slope.,Мужчина катается на лыжах по заснеженному склону.
216576,205140,A group of young people wearing ski equipment.,Группа молодых людей в лыжной экипировке.
351477,321207,Four children in the snow learning to ski.,Четверо детей в снегу учатся кататься на лыжах.
16817,583457,A person walking through the snow near a fence.,Человек идет по снегу возле забора.
276693,103464,A large brown dog walking in front of a woman holding two ski poles.,"Большая коричневая собака идет перед женщиной, держащей две лыжные палки."
156375,466243,A woman in a white coat in the snow wearing skis.,Женщина в белой куртке на лыжах на снегу.
414170,280831,Several skiers glide down a hilly landscape covered in snow.,"Несколько лыжников скользят по холмистой местности, покрытой снегом."
528984,62547,A group of people skiing down a ski slope.,Группа людей катается на лыжах по горнолыжному склону.
761,731103,A group of skiers are preparing to ski down a mountain.,Группа лыжников готовится к спуску с горы.
267123,522956,many kids holding skating board on the snow,много детей держат скейтборды на снегу
279634,748663,A young child that is wearing a helmet and red shoes.,Маленький ребенок в шлеме и красных ботинках.
85813,319423,The couple is skiing down the hill together.,Пара вместе катается на лыжах с горы.
5443,349327,A person in black jacket on skis standing on slope.,Человек в черной куртке на лыжах стоит на склоне.
239235,713366,A group of people riding down a snow covered ski slope.,Группа людей едет вниз по заснеженной лыжной трассе.
112941,508064,A group of people riding skis down the side of a snow covered mountain.,Группа людей катается на лыжах по склону заснеженной горы.
562818,404350,A group of people in the snow with skis.,Группа людей в снегу с лыжами.
247692,568085,A group of men riding skis up the side of a ski slope.,Группа мужчин катается на лыжах по склону горнолыжного склона.
526040,743037,A person on a snowboard has fallen in the snow.,Человек на сноуборде упал в снег.
248353,735225,A group of people riding skis on top of snow covered ground.,Группа людей катается на лыжах по заснеженной земле.
102903,129853,A person in a gray parka sitting in the snow,Человек в серой парке сидит на снегу
322177,154098,The snowboarder is laying on the snow with his board in the snow.,Сноубордист лежит на снегу со своей доской в ​​снегу.
42661,490476,A man riding a snowboard down a snow covered slope.,Мужчина катается на сноуборде по заснеженному склону.
111910,410272,A man in the snow has a blue snowboard.,У человека на снегу синий сноуборд.
248953,757553,A man performs a trick on a snowboard on a snowy day.,Мужчина выполняет трюк на сноуборде в снежный день.
171622,517491,The person is riding their snowboard down the hill.,Человек катается на сноуборде с горы.
288944,47267,A young boy kneeling down on a snowboard on a snow covered field.,Мальчик на коленях на сноуборде на заснеженном поле.
485155,609460,A man is standing on a snowboard beside a bag of bottles.,Мужчина стоит на сноуборде рядом с мешком с бутылками.
512455,706657,a young snowboarder getting air during a jump,молодой сноубордист набирает воздух во время прыжка
39988,168641,A low shot of a man on a snow board.,Низкий снимок человека на сноуборде.
491215,586711,The snow boarder is near the top of the ramp.,Сноубордист находится в верхней части рампы.
451104,338076,A person standing on a path in the snow.,Человек стоит на тропинке в снегу.
256903,464551,A group of men riding a snowboard down a snow covered slope.,Группа мужчин катается на сноуборде по заснеженному склону.
71301,316122,People watch while two people are on a small ramp covered with snow with snow skis on.,"Люди смотрят, как два человека на лыжах стоят на небольшой рампе, покрытой снегом."
296906,391836,Snowboarder in blue coat performing aerial trick in alpine area.,Сноубордист в синем пальто выполняет воздушный трюк в альпийской зоне.
549683,516110,A man trying to snowboard in the dark.,Мужчина пытается кататься на сноуборде в темноте.
285462,439960,A woman holding a snow board in one hand and her other arm in the air.,"Женщина держит в одной руке доску для сноуборда, а другую руку в воздухе."
358296,660249,Snowboard rack at bottom of ski hill near building.,Стойка для сноуборда у подножия лыжного холма возле здания.
209989,786252,a bunch of people that are on a bunch of snow,несколько людей в снегу
206851,355850,A man riding on top of a snowboard in the snow.,Мужчина катается на сноуборде по снегу.
74860,806483,A person sitting on the side of a mountain with a snow board.,"Человек, сидящий на склоне горы со сноубордом."
68525,82994,A man holding a snowboard next to two ski poles.,Мужчина держит сноуборд рядом с двумя лыжными палками.
345288,223005,A man jumping in the air on a snowboard.,Мужчина прыгает в воздухе на сноуборде.
293057,306746,A person is on a snowboard on a ramp.,Человек на сноуборде на рампе.
352681,168620,Group of snowboarders on a snowy trail overlooking a mountain.,Группа сноубордистов на снежной тропе с видом на гору.
298586,793739,a boy that is snowboarding through the snow,мальчик катается на сноуборде по снегу
383406,119101,cats laying on a desk near a couple monitors and a keyboard,кошки лежат на столе рядом с парой мониторов и клавиатурой
266579,33639,A boat and a duck is in the water,Лодка и утка в воде
399532,223355,"a golf ball sitting in a patch of straw, grass, and pine cones.","мячик для гольфа на клочке соломы, травы и сосновых шишек."
203382,781909,a bear that is standing in a pond,"медведь, который стоит в пруду"
210404,671780,A cake sitting on top of a table.,Торт стоит на столе.
1682,694422,A boat sailing on top of a body of water.,"Лодка, плывущая по водоему."
364444,288911,A computer desk holding 3 monitors and a laptop.,Компьютерный стол с 3 мониторами и ноутбуком.
2139,570325,A bike leaning against an unmade and dirty bed.,"Велосипед, прислоненный к неубранной и грязной кровати."
518974,672630,A black and white cat with a ball next to it,Черно-белый кот с мячом рядом с ним
22874,330802,A large black dog is laying on a rug.,Большая черная собака лежит на ковре.
382030,218419,A wig sitting next to a pair of shoes on top of a table.,Парик лежит рядом с парой туфель на столе.
154670,94449,A tour bus parked in front of a building with a large advertisement painted to it's side.,"Туристический автобус припарковался перед зданием с большой рекламой, нарисованной сбоку."
284043,630962,This quaint backyard has a shed and a bench,На этом причудливом заднем дворе есть сарай и скамейка
195715,5475,A baseball sitting in a baseball mitt on a blanket,Бейсбольный мяч лежит в бейсбольной перчатке на одеяле
359569,587089,A black and brown dog walking across snow with a red Frisbee in't mouth.,Черно-коричневая собака идет по снегу с красной фрисби во рту.
182369,584198,Animals in a body of water play with a ball.,Животные в водоеме играют с мячом.
347930,666495,A blue dog sitting on  a striped couch,Голубая собака сидит на полосатом диване
66568,538013,Two teddy bears lie propped up against a wall.,"Два плюшевых мишки лежат, прислонившись к стене."
558955,107553,A black and white soccer ball sits in the grass.,Черно-белый футбольный мяч лежит в траве.
79966,134370,A black puppy with a ball in its mouth sitting in a bicycle basket.,Черный щенок с мячом во рту сидит в велосипедной корзине.
224907,747149,A polar bear in the water at a zoo with two balls,Белый медведь в воде в зоопарке с двумя мячами
215744,98333,A brown dog laying on top of a bed next to stuffed pink bunnies.,Коричневая собака лежит на кровати рядом с плюшевыми розовыми кроликами.
565341,801,Two small dogs together in a backyard playing.,Две маленькие собачки вместе играют на заднем дворе.
153392,662976,Many of the kites ascend high into the clouds.,Много воздушных змеев поднимаются высоко в облака.
502090,491727,A kite flying through a  blue sky with a long tail.,Воздушный змей летит по голубому небу с длинным хвостом.
243817,633428,"An open field with sand, grass, and trash cans.","Открытое поле с песком, травой и мусорными баками."
7784,607568,This is a large kite flying high in the sky.,"большой воздушный змей, летящий высоко в небе."
186345,57374,4 different colored sea horses flying with 4 birds.,4 разноцветных морских конька летят с 4 птицами.
228025,588888,A kite flying over a sandy brown beach.,Воздушный змей летит над песчаным коричневым пляжем.
44478,87628,A kite shaped like a jet flys through the air.,Воздушный змей в форме самолета летит по воздуху.
384476,426936,A kite being flown in the blue sky.,Воздушный змей летит в голубом небе.
183416,49508,A peacock-shaped kite flying overhead in a blue sky.,Воздушный змей в форме павлина летит над головой в голубом небе.
162357,432952,A kite is stuck in a bare tree branch.,Воздушный змей зацепился за голую ветку дерева.
351621,291302,Two kites sail high in a clear blue sky.,Два воздушных змея летят высоко в ясном голубом небе.
399297,510749,A bunch of flags fly in the sky on a field.,Связка флагов развевается в небе над полем.
161752,705085,A room with kites hanging from it's ceiling.,"Комната с воздушными змеями, свисающими с потолка."
447501,798310,A green monster kite soaring in a sunny sky.,Зелёный воздушный змей-монстр парит в солнечном небе.
132686,411372,A sky filled with lots of colorful flying kites.,Небо наполнено множеством разноцветных воздушных змеев.
187890,777224,A dragon kite flying in front of the Washington Monument,Воздушный змей-дракон пролетает перед монументом Вашингтона
224542,170335,A silver truck parked next to a colorful kite.,Серебряный грузовик припаркован рядом с красочным воздушным змеем.
418606,469623,A rainbow colored kite next to an airplane in the sky.,Воздушный змей цвета радуги рядом с самолетом в небе.
216785,307276,A kite high up in the air in a tree.,Воздушный змей высоко в воздухе на дереве.
550729,202357,A colorful kite laying on top of a lush green field.,Красочный воздушный змей лежит на пышном зеленом поле.
308974,541563,A kite flying above in a crystal clear blue sky.,Воздушный змей летит по кристально чистому голубому небу.
395083,121884,A large amount of kites in the sky,Большое количество воздушных змеев в небе
23751,171992,A statue of a person holding an kite next to a child.,"Статуя человека, держащего воздушного змея, рядом с ребенком."
521719,286536,A close up of several wind kites hanging.,Крупный план висящих воздушных змеев.
499588,10170,Multi colored kites pinned to a light blue wall.,"Разноцветные воздушные змеи, прикрепленные к светло-голубой стене."
450439,84258,a patriotic kite flying through the clear blue sky.,"патриотический воздушный змей, летящий по ясному голубому небу."
85911,639356,A kite sitting in the middle of a large body of water.,Воздушный змей плывет посреди большого водоема.
509270,770558,There are two kites flying in the wind.,На ветру летают два воздушных змея.
212801,76598,Several small arc shaped kites flying above an ocean,Несколько небольших воздушных змеев в форме дуги летят над океаном
441874,108451,A view of a baseball game on a baseball field.,Вид на бейсбольный матч на бейсбольном поле.
563424,748722,A little boy with a hat holding a bat.,Маленький мальчик в шляпе держит биту.
204067,637098,Player at home plate preparing to bat during game.,Игрок на домашней базе готовится бить во время игры.
32712,774026,A baseball player hitting a ball in a professional game.,Бейсболист отбивает мяч в профессиональной игре.
421209,70386,A baseball player holding a baseball bat while standing on a baseball field.,"Бейсболист держит бейсбольную биту, стоя на бейсбольном поле."
99219,127422,a person swinging a baseball bat at a baseball,"человек, бьющий бейсбольной битой по бейсбольному мячу"
203965,118924,a batter swinging a bat at a ball at a baseball game,"отбивающий, бьющий битой по мячу на бейсбольном матче"
344003,446711,A kid playing with a bat and ball on a beach.,Ребенок играет с битой и мячом на пляже.
101860,674853,A group of men on a field playing baseball.,Группа мужчин на поле играет в бейсбол.
78671,740075,A baseball player swinging their bat on the field,Бейсболист размахивает битой на поле
485090,748516,An older man showing a young boy how to hit a ball.,"Пожилой мужчина показывает мальчику, как бить по мячу."
223738,195700,Young man in orange jersey swinging a baseball bat.,Молодой человек в оранжевой майке размахивает бейсбольной битой.
295006,677652,A baseball player with a bat in his hands on a field.,Бейсболист с битой в руках на поле.
132182,44861,A kid is getting ready to hit a baseball.,Ребенок готовится ударить по бейсбольному мячу.
87393,397147,A baseball player taking a swing at a ball,Бейсболист замахивается на мяч
416596,641631,Baseball players in the middle of a game with a small crowd.,Бейсболисты в середине игры с небольшой толпой.
248752,565378,A person on a field with a baseball bat.,Человек на поле с бейсбольной битой.
277945,50559,A baseball player swinging a bat at a baseball.,Бейсболист замахивается битой на бейсбольный мяч.
154071,569430,Some players in action on the baseball field.,Игроки в действии на бейсбольном поле.
281688,589130,A baseball player kneeling down next to a base.,Бейсболист на коленях рядом с базой.
432820,781665,A baseball player swinging a bat on to of a field.,Бейсболист размахивает битой на поле.
8119,165508,A team of young men playing a game of baseball.,Команда молодых людей играет в бейсбол.
505934,84963,A man holding a baseball bat during a baseball game.,Мужчина держит бейсбольную биту во время игры в бейсбол.
336493,74652,A man holding a baseball bat while standing next to home plate.,"Мужчина держит бейсбольную биту, стоя рядом с домашней базой."
115791,15050,Baseball player standing on diamond with bat raised.,Бейсболист стоит на ромбе с поднятой битой.
281409,458694,"The umpire, catcher, and batter as soon as the batter had swung.","Судья, кетчер и отбивающий, как только отбивающий замахнулся."
446920,585301,A couple of baseball players standing on top of a field.,"Пара бейсболистов, стоящих на поле."
492840,646626,A man is swinging a bat at a baseball.,Мужчина замахивается битой на бейсбольный мяч.
229984,512532,A baseball player at home plate swinging the bat.,Бейсболист на домашней базе размахивает битой.
72795,633859,a group of ball players playing on a field in front of an audience,"группа игроков в мяч, играющих на поле перед публикой"
86432,133983,A baseball game in progress with a young player swinging the bat.,"Идет бейсбольный матч, в котором молодой игрок размахивает битой."
166696,656341,Baseball team attempting to catch ball and tag player out.,Бейсбольная команда пытается поймать мяч и пометить игрока.
538414,486093,A player in action batting in a baseball game.,"Игрок в действии, отбивающий мяч в бейсбольном матче."
19176,108674,A field filled with baseball players playing a game of baseball.,"Поле заполнено бейсболистами, играющими в бейсбол."
297522,615387,A batter swinging a baseball bat with the catcher behind him.,Отбивающий замахивается бейсбольной битой с ловцом позади него.
26907,693484,a small boy in an orange shirt a baseball glove and ball,"маленький мальчик в оранжевой рубашке, бейсбольной перчатке и мяче"
397729,35903,A young child swinging a baseball bat during a baseball game.,Маленький ребенок размахивает бейсбольной битой во время игры в бейсбол.
95862,486598,A man pitching a baseball from a mound on a field.,Мужчина бросает бейсбольный мяч с насыпи на поле.
167337,539694,A pitcher getting ready to hit a baseball.,Питчер готовится отбить бейсбольный мяч.
555271,241353,A young man in purple shirt throwing a baseball.,Молодой человек в фиолетовой рубашке бросает бейсбольный мяч.
872,202165,A couple of baseball player standing on a field.,Пара бейсболистов стоят на поле.
345376,598300,A man walks across a base ball field.,Мужчина идет по бейсбольному полю.
525705,799229,a man that has a baseball bat in his hand,мужчина с бейсбольной битой в руке
